cid,SMILES,stat,mtor,nfkb
663753,CCC1=NN=C(S1)NC(=O)CCC(=O)N2CCCC2,0,1,0
663853,CCOC(=O)C1CCN(CC1)C2=NC=NC3=C2OC4=C3C=C(C=C4)Br,1,0,0
664061,CN1C2=C(C=N1)C3=NC(=NN3C=N2)CCC4=CC=CC=C4,0,0,1
664680,CCC(=O)N(CC1=CC(=O)NC2=CC=CC=C21)C3=CC=CC(=C3)C,1,0,0
665134,C1C(CC(=O)C2=CN=C(N=C21)NCC3=CC=CO3)C4=CC=C(C=C4)F,0,1,0
665345,CC1CC2=NC(=NC=C2C(=O)C1)NC3=CC=CC(=C3)C(F)(F)F,0,1,0
665390,CC1=CC2=NC3=C(C=C2C=C1)C(=NN3C)NC(=O)C4=CC=CO4,0,0,1
665522,CCCCN1C2=C(C=C3C=C(C=CC3=N2)OC)C(=N1)NC(=O)C4=CC=CS4,0,0,1
665601,CC(C(=O)C1=CC=CC=C1)N2C3=C(N=C2N4CCOCC4)N(C(=O)N(C3=O)C)C,0,1,0
665693,C1=CC=NC(=C1)C2=NC(=C(C(=C2)C3=CC=CO3)C#N)N,0,1,0
665812,CC1=NC2=C(C=NN2C(=C1)NCCCN3CCOCC3)C4=CC=CC=C4,0,0,1
665850,C1CCC(=CC1)CCN2C(=C(C(=O)NC2=O)C=NC3CCN(CC3)CC4=CC=CC=C4)O,1,0,1
665858,COC1=CC(=CC(=C1OC)OC)C2=NOC(=N2)C3=CC=CC=C3C(=O)NCC4=CC=CO4,0,1,0
665894,CN(C)C1=CC=C(C=C1)C2=NOC(C2)CN3C(=O)C4=CC=CC=C4S3(=O)=O,0,0,1
666363,COC1=CC=CC=C1C2=NOC(=N2)CCC(=O)NC3=CC=CC(=C3)C(F)(F)F,0,1,0
666754,CCCCN1C2=CC=CC=C2N=C1CN3CCN(CC3)C,0,1,0
666900,CN1CCN(CC1)CC2=CC(=O)OC3=C2C=C(C=C3)Cl,0,1,0
666943,CCCC1=CC(=O)N2C(=N1)N=C(N2)C,1,0,0
666945,C1C(NC2=C(C=NN2C1C(F)(F)F)C(=O)N)C3=CC=C(C=C3)F,0,1,0
667624,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2Cl,0,0,1
668011,CCC1=CC=C(C=C1)C2=CN3CCSC3=N2,0,1,1
669092,CC1=CC(=C(C(=C1)C)S(=O)(=O)NCC2=CC=NC=C2)C,1,0,1
669402,C1=COC(=C1)C(=O)NC2=C(C=CC(=C2)Cl)Cl,0,1,0
670712,CCOC1=CC=C(C=C1)C(=O)NC2=NOC(=C2)C,1,1,1
672296,C1OC2=C(O1)C=C(C=C2)/C=C/[N+](=O)[O-],0,1,0
672646,CCOC(=O)C1=C(N=C(S1)NC(=O)C2=CC3=CC=CC=C3O2)C,1,0,0
673517,CC1=C(SC(=C1C(=O)N)NC(=O)C2=CC=CS2)C,0,1,0
673682,C1=CC(=CC=C1C2=NC(=CS2)C(=O)O)Cl,0,0,1
677972,CC1=C(C=C(C(=O)O1)NC(=O)C2=CC=CC=C2)C(=O)C,0,1,1
678599,CCOC(=O)C1=C(OC2=C1C=C(C3=CC=CC=C32)O)C,1,1,1
679754,CC1=C(C2=NC3=CC=CC=C3N2C(=C1)NCC4=CC=CO4)C#N,0,1,0
681252,C1=COC(=C1)C(=O)NC2=CC(=C(C=C2)Br)Cl,0,1,0
682184,CC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,0,0,1
684587,CC1=CC=C(C=C1)NC(=O)C2=C(SN=C2SC)SC,0,1,0
684679,CSC1=C(C(=NS1)SC)NC(=O)NC2=CC=CC=N2,0,1,0
684731,COC1=CC=C(C=C1)CC2=NNC(=S)S2,0,1,0
685576,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C(C2)C(Cl)Cl,0,0,1
685878,CC1=CC(=NC(=C1C#N)SCC(=O)C2=CC=CS2)C,0,1,0
687156,C1=CC=C(C(=C1)/C=C\2/C(=NOC2=O)C3=CC=C(C=C3)[N+](=O)[O-])O,0,0,0
689500,COC1=CC=CC=C1C(=O)NC2=CC=CC=N2,0,1,0
689524,CC1=CC=C(C=C1)NCN2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-],0,1,0
691106,CC1=CC=C(C=C1)C(=O)/C=C/C(=O)O,0,1,0
694150,CC1=CC(=C(C=C1)NC2=NC3=CC=CC=C3S2)C,0,0,1
694416,COC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3,0,1,0
694901,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=NC=C3,0,0,1
697197,C1COC(OC1)CCSC2=NN=C(O2)C3=CC=CC=C3,0,0,1
697592,COC1=CC=C(C=C1)C2=NC(=C(C(=C2)C3=CC=CC=C3)C#N)S(=O)C,0,0,1
698162,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C(=O)OC,0,1,0
698255,C1=CC(=CC=C1CC(=O)NC2=CC=C(C=C2)Cl)[N+](=O)[O-],0,0,1
698520,COC1=NC(=NC(=C1)NC(=O)C2=CC(=CC=C2)Br)OC,0,1,0
698916,CC1=CC(=C(C=C1)C2=NNC(=C2)C3=CC=CC=C3Cl)O,0,1,1
699557,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C2=CC=C(C=C2)C(C)(C)C,0,1,0
700285,CCOC(=O)C1=C(NC2=CC(=C(C=C21)O)Br)C,0,1,1
700577,COC1=CC=CC=C1C(=O)NCC2=CC=CC=C2,0,1,0
703690,C1CCC(=CC1)CCNC(=S)NC2=CC=CC=C2,0,1,0
705256,COC(=O)C1=C(SC(=C1)C2=CC=CC=C2)N,0,1,0
705822,C1=CC(=CC(=C1)Br)C2=NC(=NO2)C3=CC=NC=C3,0,0,1
705951,CC(=O)N1CCC2=C1C=CC(=C2)N3C=C(C(=N3)C(=O)OC)O,1,0,0
708257,CN1C=C(C(=N1)C(=O)NC2=CC(=CC=C2)OC)Br,0,1,0
709499,CC1=CC=CC=C1OCC2=NC3=CC=CC=C3N2,0,0,1
710698,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C2=CC=CO2,0,1,0
711446,CC(C)CC1=CC(=C(C(=N1)N)C#N)C2=CC=CO2,0,1,0
712868,CCOC(=O)C1=C(C2=C(S1)N=C3CC(OCC3=C2)(C)C)N,0,1,1
714527,C1=CC=C(C=C1)CC(=O)NC2=NON=C2NC(=O)C3=CC=CC=C3,0,0,1
715594,CC1=CC(=C(C=C1)C(C)C)OCC2=NC(=NO2)C3=NON=C3N,0,1,0
715971,CC1(COC(=N1)/C=C/C2=CC(=CC=C2)[N+](=O)[O-])C,0,1,0
717213,COC(=O)C1=CC=CC=C1NC(=O)COC2=CC=CC=C2[N+](=O)[O-],0,1,0
722331,CC1=CC(=NC2=CC=CC=C12)N3C(=CC(=N3)C)N,0,0,1
724162,CC1=CC=C(C=C1)CC2=CN=C(S2)NC(=O)C3=CC=CO3,0,0,1
725640,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=C(C=C3)F,0,1,0
725863,CCCC1=CC(=C(C=C1)OCC2=CC=C(O2)C(=O)O)OC,0,1,1
726998,CC1=C(SC(=C1C(=O)OC)NC(=O)C2=CC=CO2)C,0,1,0
727308,CC1=C(OC2=CC=CC=C12)C(=O)NCC3=CC=CO3,0,1,0
727521,C1=CC=C(C(=C1)/C=C\2/C3=CC=CC=C3NC2=O)Cl,0,0,1
727619,COC(=O)C1=C(SC2=C1CCC2)NC(=O)/C=C/C3=CC=CO3,0,1,0
729908,COC1=CC=CC=C1N2C(=O)C(=C(C2=O)Cl)NC3=CC=CC=C3O,0,1,0
730283,CCOC(=O)C1=NN(C=C1O)C2=CC=C(C=C2)C,0,1,1
735886,C1CCN(CC1)C2=CC=C(C=C2)NS(=O)(=O)C3=CC=CC=C3,0,1,0
738221,C1=COC(=C1)C(=O)NC(=S)NC2=C(C=CC(=C2)Cl)Cl,0,1,0
738354,CC1=CC(=NC2=CC(=NN12)C3=CC=C(C=C3)Cl)C,0,0,1
738691,CC1=CC(=C(C=C1C)O)NC(=O)C2=CC=C(O2)Br,1,0,0
738874,CCC(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3Br,0,0,1
739281,CCN(C1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3OC2=O,0,0,1
744054,CC(C)C(=O)NC1=NN=C(S1)C2=CC=CO2,0,1,0
745721,CC1=CC=CC=C1C2=NOC(=N2)C3=CC=C(C=C3)Cl,0,0,1
746040,C1C(=NN2C(=NN=C2S1)C3=CC=CO3)C4=CC=CC=C4,0,1,0
750092,CC1=NN(C(=O)C2=CC=CC=C12)C3=CC4=CC=CC=C4C=C3,0,1,0
750290,CC1=NC2=CC=CC3=C2C(=CC=C3)N1,0,0,1
750529,CC1=CC(=C(N1C)C)C=C2C(=O)C3=CC=CC=C3C2=O,0,0,1
750580,CC1=CC=C(C=C1)C2=NN=C(O2)SCC3=CC=CC=C3F,0,0,1
750669,COCC1=NN=C(S1)NC(=O)C2=C(C=CC(=C2)Cl)OC,0,1,0
750959,C1=CC2=C(C(=C1)NC(=O)/C=C/C3=CC=CO3)N=CC=C2,0,1,0
751265,CCCC(=O)NCCC1=NC2=CC=CC=C2N1C,0,1,0
752039,COC1=CC=CC=C1OCC2=NC3=CC=CC=C3N2,0,0,1
753204,COC1=CC=C(C=C1)NC(=O)NC2=CC3=NSN=C3C=C2,0,0,1
753361,CC1=CC(=NC2=NC(=NN12)C3=CC=CO3)C,0,1,0
753628,COC1=CC=CC(=C1O)CNC2=CC3=CC=CC=C3N=C2,0,0,1
754764,CCOC(=O)C1=C(N2C(=C(C=N2)C3=CC=CC=C3)N=C1)C,0,0,1
754807,C1C(=NC2=CC=CC=C2NC1=O)/C=C/C3=CC=CC=C3,0,0,1
756154,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC=CC=C3Cl)Cl,0,0,1
759315,C1CCC2=C(C1)C(=S)N=C(O2)C3=CC=CC=C3,0,0,1
759408,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,0,0,1
759872,C1=CC=C(C=C1)/C=C/C=C(\C#N)/C(=O)NCC2=CN=CC=C2,0,1,0
761841,CC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=N2,0,0,1
765392,C1=CC=C2C=C(C=CC2=C1)NC(=O)C3=CC=C(O3)Br,0,1,0
765635,CCC1=NN=C(S1)NC(=S)NC2=CC=CC=C2,0,0,1
765930,CC1=C(C=CC(=C1O)C(=O)COC2=CC=C(C=C2)F)O,0,1,0
769416,C1=CC=NC(=C1)NC(=O)NC2=CC=C(C=C2)Cl,0,0,1
771147,COC(=O)C1=C(C=CS1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl,0,1,0
774008,C1=CC=NC(=C1)NC(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],0,1,0
776045,CC1=CC2=C(C=C1)OC=C(C2=O)C(=O)C3=CC=CO3,0,1,0
776240,CCCC1=CN=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)O,1,0,1
776673,CC1(CC2=C(CS1)C(=S)SC(=C2C#N)N)C,0,1,0
777053,CC1=CC=C(S1)/C=C\2/C(=O)C3=CC=CC=C3S2,0,0,1
777957,CC(C)COC(=S)NC1=CC=CC=C1,0,1,0
779914,CC1=CC(=NO1)N=CC2=C(C=CC3=CC=CC=C32)O,1,0,0
780382,COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3CC2,0,0,1
781047,CC1=C(OC(=C1)C(=O)NC2=CC=CC(=C2)C(=O)O)C,1,1,1
781243,COC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3Cl,0,1,0
781446,C1CC2=C(N3C(=CC(=N3)C(=O)O)N=C2C4=CC=CC=C41)C(F)(F)F,0,1,0
781492,C1=CC=C(C(=C1)C2=NN=C(O2)C3=CC(=CC=C3)[N+](=O)[O-])F,0,1,0
786429,CC(=O)CC1=CC=CC=C1OCC(=O)O,0,0,1
787499,COC1=C(C=CC(=C1)SC)C(=O)NC2=CC=CC=N2,0,1,0
790061,COC1=CC=CC=C1C(=O)NNC(=O)C2=CC(=CC=C2)Br,0,1,0
790430,C1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)C2=CC=NC=C2,0,1,0
792136,COC1=C(C=C(C=C1)[N+](=O)[O-])NCC2=CC=CO2,0,1,0
793927,CN1C=CC(=C2C(=O)C3=CC=CC=C3C2=O)C=C1,0,0,1
794181,C1=CC=C2C(=C1)N=C(C(=N2)NC3=CC=C(C=C3)O)NC4=CC=C(C=C4)O,0,1,0
798302,CC1=CC=CC=C1C2=NOC(=N2)C3=CC=C(C=C3)O,0,0,1
799673,CC1=CC=CC=C1C(=O)NC2=NC=C(C=C2)Br,0,0,1
802888,CC1=CC(=C(C=C1)C)NC(=S)C2=CC=CC=N2,0,0,1
803256,C1=CC2=C(C(=C1)NC(=S)NC(=O)C3=CC=CS3)N=CC=C2,0,1,0
804599,C1=CC=C2C(=C1)C(=CC(=O)O2)NCC3=CC=CO3,0,1,0
805897,CC1CCN(CC1)C(=S)NC(=O)C2=CC=CC=C2,0,1,0
806167,CC1=CC=C(O1)C2=NC3=CC=CC=C3N2C,0,0,1
807479,CC(C)OC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3CCCC3,0,1,0
808008,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)NNC(=O)C2=CC=C(C=C2)O,0,1,0
811160,CC(C)(C)C1=CC=C(C=C1)C2=NN=C(S2)N,0,0,1
811319,CC(C)(C)C1=NN=C(S1)NC(=S)NC2=CC=CC=C2,0,0,1
811984,CC1(CC(CC(N1)(C)C)NC(=O)COC2=CC3=CC=CC=C3C=C2)C,0,1,0
819865,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)O)[N+](=O)[O-],0,1,0
822274,C1=CC(=CC(=C1)NC(=O)C2=CC=CS2)NC(=O)C3=CN=CC=C3,0,1,0
823296,CCN1C(=C(C(=N1)C(=O)NC2=CC=CC3=CC=CC=C32)Cl)Cl,0,1,0
823965,CCC1=CC=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)OCCO3,0,1,1
826985,CCNC1=NC(=NC(=N1)N)C2=C(C=CC(=C2)Cl)O,1,1,1
827085,CC1=CC=CC=C1NC(=S)NC(=O)/C=C/C2=CC=CO2,0,1,0
827641,CC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)OC,0,0,1
827945,COC1=CC(=CC(=C1OC)OC)C=C2C(=O)C3=CC=CC=C3C2=O,0,0,0
828436,CC1=CC=CC=C1C2=NC3=C(C4=C(S3)CCC4)C(=O)O2,0,0,1
830119,CC1=CC2=C(C=C1)OC(=CC2=O)C(Cl)(Cl)Cl,0,1,0
830665,CCC1=CC=C(C=C1)OC2=NC(=NC(=C2)C)N,0,1,1
832753,CC(=O)C1=CC(=CC=C1)NC(=S)NC(=O)C2=CC=CC=C2,0,0,1
832900,C1CCC2=C(C1)C(=C(S2)NC(=S)NC3=CC=C(C=C3)F)C(=O)N,0,0,0
833604,CC1=CC(=CC=C1)NC(=S)NC(=O)C2=CC=C(O2)Br,0,1,0
833802,CCN(CC)CC1=C(SC(=C1C)C)NC(=O)C2=CC=CC=C2,0,1,0
834844,CC(C)CC(=O)/C=C/N1C2=CC=CC=C2OC1=S,0,1,0
835134,C1COCCN1CCNC(=O)C2=CC=C(C=C2)F,0,1,0
836314,COC1=CC(=C(C=C1NC(=O)C2=CC=CO2)Cl)OC,0,0,1
837046,CC1=CC=C(C=C1)N2CC3=CC=CC=C3C2=S,0,0,1
837868,CCCC1=CN=C(C=C1)C2=CC(=C(C=C2)F)N,1,1,1
838674,C=CCN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,0,1,0
838788,CC1=C(OC2=CC(=C(C=C12)C(=O)C)O)C(=O)C3=CC=CC=C3,0,1,1
838934,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)SC3=CC=C(C=C3)N)Cl,0,1,0
839302,CC1=C(C=C(C=C1)NC(=O)C2=CC=CS2)[N+](=O)[O-],0,1,0
839786,CCN1C=C(C2=CC=CC=C21)C=C3C(=O)C4=CC=CC=C4C3=O,0,0,1
841141,CC1=C(SC(=C1C(=O)OC)NC(=O)C2=CC=CC=C2)C(=O)N,0,1,0
842014,CCN1C=CC(=N1)C(=O)NC2=CC=CC=C2Cl,0,0,1
842943,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2F,0,0,1
843415,CC1=CC(=NO1)NC(=O)C2=CC=CC(=C2)COC3=CC=C(C=C3)OC,1,0,0
845228,CC1=CC=C(C=C1)OCC2=NC(=NO2)C3=CC=CC=N3,0,0,1
846860,CC1=C(C=C(C=C1)Cl)N(CC(=O)O)S(=O)(=O)C,0,0,1
848030,C1=CC=C2C(=C1)C(=CN2CCOC3=CC=C(C=C3)F)C#N,0,1,0
848533,CCOC(=O)C1=CC2=CC3=CC=CC=C3C=C2N1,0,1,1
848990,CC1=C2C(=NN=C(C2=NN1C3=CC=CC=C3F)Cl)C,0,0,0
850137,CC1=NN(C=C1)C2=NC(=CC=C2)N3C=CC(=N3)C,0,0,1
850703,CC1=CC=CC=C1NC(=O)C2=C(N=C(S2)Cl)C3=CC=CC=C3,0,0,1
850738,CC1=C(SC(=N1)Cl)C(=O)NC2=CC=CC=C2OC,0,1,0
851512,COC1=CC=CC=C1CNC2=CC=C(C=C2)CNC3=NC=NN3,0,0,1
852322,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)NC(=O)C4=CC=CO4,0,0,1
852871,C1COC2=C(O1)C=C(C(=C2)Br)NC(=O)C3=CC=CS3,0,1,0
852874,CCC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2Cl)OCCCO3,0,1,1
853543,CC1=C(C(=CC=C1)NC2=NC3=CC=CC=C3S2)C,0,0,1
854128,CN1C=NN=C1SCC(=O)NC2=CC=C(C=C2)N3CCOCC3,0,1,0
854142,CC1=CC=C(C=C1)C2=NN(C(=C2)N)C3=CC=CC=C3,0,0,1
862098,COC1=C(C=C(C=C1)Cl)NC(=O)C2=NC=CN=C2,0,1,0
864275,CCN1C(=NN=N1)SCC(=O)C2=C(C=C(C=C2)C)C,0,1,1
864377,CCOC(=O)C1=CN=C(N=C1N)SCCC2=CC=CC=C2,1,1,1
866420,CC1=CC(=CC=C1)N2C3=NC=NC(=C3C=N2)NC4CCCCC4,0,1,1
867096,C1=CC=NC(=C1)C2=NOC(=N2)C3=CC(=CC=C3)[N+](=O)[O-],0,1,0
867101,CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3Br,0,0,1
868283,CC1=CC=C(O1)C(=O)NC2=CC3=C(C=C2)OCCO3,0,1,1
869514,C1CCC2=C(C1)C(=C(C(=S)N2)C#N)C3=CN=CC=C3,0,0,1
873112,C1=CC=C2C(=C1)C=CC(=N2)NCC3=CC=CC=N3,0,0,1
873890,CC1=CC=CC=C1C2=NOC(=C2)C3=CC=CC=C3O,1,1,1
873963,CC1=CC(=C(C=C1)C2=CC(=NO2)C3=CC=CC=C3)O,1,1,1
874860,C1=CC=C(C=C1)CCC(=O)NC2=CC=CC=C2F,0,0,1
874878,CC1=C(SC(=N1)NC(=S)NC2=CC=CC=C2)C,0,0,1
876225,CCCC(=O)NC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)C,0,1,1
877334,CC1=C(C=CO1)C(=O)NC2=CC=CC3=CC=CC=C32,0,0,1
877510,C1=CC=C(C=C1)C(=O)C2=CC=C(O2)C(=O)NC3=CC=CC=C3O,0,1,0
878880,C1=CC=C(C=C1)CCC(=O)NC2=NC3=CC=CC=C3C=C2,0,0,1
879174,C1CCC(CC1)N2C(=NNC2=S)COC3=CC=CC=C3,0,1,0
881040,COC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)C3=CC=CC=C3F,0,0,1
881885,COC1=C(C=C(C=C1Cl)C(=O)NCC2=CC=CO2)Cl,0,1,0
882944,CCC1=C(C(=C(C(=N1)N)C#N)C2=CC=CO2)C,0,1,0
884879,C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC=CC=C2O)Cl,0,1,0
885148,CC1=CC(=NC(=N1)NC(=O)/C=C/C2=CC=CC=C2Cl)C,0,0,1
885495,CC1=CC(=NC=C1)N(C(=O)C2=CC=CS2)C(=O)C3=CC=CS3,0,1,0
886174,CC1=CC=C(C=C1)NC(=S)C2=NC3=CC=CC=C3N2,0,0,1
887905,COC(=O)C1=C(C=CS1)NC(=O)C2=CC=CC=C2[N+](=O)[O-],0,1,0
890072,CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OC(C)C)C)OC1=O)C,1,0,0
890356,C1CCN(CC1)C2=CC=CC=C2NC(=O)/C=C/C3=CC=CO3,0,1,0
890601,C1CN(CC2=CC=CC=C21)C(=O)/C=C/C3=CC=CC=C3[N+](=O)[O-],0,1,0
891145,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)O,0,1,1
891318,CC(=O)OC1=CC=C(C=C1)NC(=O)CSC2=CC=CC=C2,0,0,1
891996,CCN(CC)C(=O)C1=CC=CC(=C1)COC2=CC=C(C=C2)OCC,1,0,0
892161,COC1=CC(=C(C=C1NC(=S)NC2=CC=CC=N2)OC)Cl,0,1,0
892190,CC1=C(C=C(C=C1)[N+](=O)[O-])NC(=S)NC(=O)C2=CC=CO2,0,1,0
892221,CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3F,0,0,1
892370,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)N3CCOCC3,1,1,1
893055,CCOC1=CC=C(C=C1)OCC2=CC(=CC=C2)C(=O)N3CCCC3,1,0,1
893103,COC1=C(C=C(C=C1)[N+](=O)[O-])CSC2=CC=CC=N2,0,1,0
894147,CC(C)(C)C1=CSC(=N1)NC2=NS(=O)(=O)C3=CC=CC=C32,0,0,1
894206,CC1=CC=C(C=C1)C2=NOC(=N2)CSC3=CC=CC=C3,0,0,1
894520,CCOC(=O)CC1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(C)(C)C,1,0,0
896029,CN1C(=CC(=O)N(C1=O)C)NC(=O)/C=C/C2=CC=CC=C2,0,1,0
896205,CC1=CC(=CC=C1)CSC2=NC(=C3C=C(C=CC3=N2)OC)C,0,1,1
896826,CC1=NN=C(S1)NC(=O)/C=C/C2=CC=CO2,0,1,0
897017,COC(=O)C1=C(C=CS1)NC(=O)C2=CC=CO2,0,1,0
897030,CC1=CC=C(O1)C(=O)NC2CCCCCC2,0,1,0
897255,CC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)N,0,0,1
897256,COC(=O)C1=CC=C(C=C1)OCC(=O)C2=CC=CC=C2,0,0,1
898010,C1=CC=C2C(=C1)NC(=N2)NC(=O)C3=CC(=CC=C3)Cl,0,1,0
898819,COC(=O)C1=C(C=CS1)NC(=O)C2=CC(=CC=C2)F,0,1,0
900602,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CSC3=NC=CC=N3,0,0,1
901491,CC(=O)NC1=C(C=CS1)/C=C/C(=O)OC,0,1,0
903583,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=CO3)C(=O)NC4=CC(=CC=C4)F,0,1,0
903699,CC1=C(SC(=C1C(=O)OC)NC(=O)C2=CC=CO2)C(=O)N(C)C,0,1,0
904800,CCC(=O)C1=C(C=CC2=C1OC(=O)C=C2C)OCC3=CC=CC=C3,0,1,1
913181,CCSS(=O)(=O)C1=CC=CC2=C1N=CC=C2,0,1,0
917269,C1=CC=C(C=C1)N=NC2=C(C3=CC=CC=C3S2)O,0,1,0
917309,C1=CC=C2C(=C1)C(=C(S2)C=NC3=C(C=CC(=C3)Cl)O)Cl,0,1,0
919893,COC1=CC=CC=C1C2=CC=C(O2)/C=C/3\C=CC(=O)O3,0,0,1
921409,COC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)C3=CC=CO3,0,1,0
921416,C1CCC(=NNC2=NN=C(C3=CC=CC=C32)Cl)C1,0,1,0
925366,CC1=CC(=C(C=C1)C2=NC(=NO2)C3=CN=CC=C3)C,0,0,1
929915,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3F,0,0,0
932019,CN1C2=CC=CC=C2N=C1NCC3=C(C=C(C=C3)OC)OC,0,0,1
934717,CC(C)CNC1=NC(=NC(=N1)OC2=NNC(=O)C=C2)N(C)C,0,1,0
934729,C1=CC=C(C=C1)N2C=CC=C2C=O,0,0,0
935095,COC1=CC=C(C=C1)C2(CCCC2)CNC(=O)CCC(=O)O,0,1,0
935878,COC1=CC=CC(=C1)NC2=NC(=NC(=N2)N)CCl,0,1,0
936364,CC1=CC(=CC=C1)NC2=NC(=NC(=N2)N)CCl,0,1,0
937247,C1=CC2=C(C=C1F)SC(=N2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],0,1,0
938212,CC1=NN2C(=NN=C2C3=CC=CC=C13)C4=CC=C(C=C4)OC,0,1,0
938783,C1=CC(=CC=C1C2=C3C(=CC(=C2)O)SC(=O)O3)[N+](=O)[O-],0,1,0
939869,CC(=NNC(=O)CSC1=NC2=CC=CC=C2O1)C3=CC=CO3,0,1,0
940134,CC1CCN(CC1)C2=NC=NC3=C2C=NN3C4=CC=CC(=C4)C,0,1,1
940237,COC(=O)C1=CN(C(=O)C(=C1)Br)C2=CC=C(C=C2)F,0,1,0
941737,CC1=NC(=NC=C1)NC2=NC3=CC=CC=C3S2,0,0,1
942803,COC1=CC2=C(C=C1)NC3=C2N=CN=C3NCC4=CC=CO4,0,1,0
946666,CN(C)C(=S)NC1=NC2=CC=CC=C2S1,0,0,1
947633,COC1=CC=CC=C1NC(=O)C2=CC(=NC3=CC=CC=C32)Cl,0,1,0
951194,C1=CC=C(C(=C1)CNC2=NC=C(C=C2)Br)O,0,0,1
951614,C1=CC=C(C(=C1)CC(=O)NCC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],0,0,1
952234,C1=CC(=NC=C1Cl)NC(=O)C2=CC=C(O2)[N+](=O)[O-],0,0,1
958627,CC(=O)NC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CO3,0,1,0
958637,C1=CC2=C(C(=C1)Cl)N=C(S2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],0,0,1
958680,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC4=C(C=C3)OC(=O)C=C4,0,1,0
958894,CC1=CC(=C2C(=O)C3=CC=CC=C3C2=O)C=C(N1CC4=CC=CO4)C,0,0,1
959527,CCOC(=O)C1=C(NC(=C1C)C(=O)NNC(=O)C2=CC=CC=C2)C,0,0,1
969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,0,1,1
970687,CN(C)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OC,0,1,0
972430,C1=CC=NC(=C1)NC(=S)NCC2=CC=CO2,0,1,0
972758,C1=CC(=CC=C1C2=NN=NN2CC(=O)O)F,0,0,1
972828,C1=CC=C2C(=C1)N=C(S2)C(=O)NCC3=CC=CO3,0,1,0
973562,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)CC(=O)OC)C,0,1,1
973716,COC(=O)CC(=O)CSC1=C(C=C2CCCCCC2=N1)C#N,0,1,1
973898,COC1=CC(=C(C=C1)OC)NC2=NC(=O)C3=C(S2)N=CC=C3,0,1,0
974122,CC1=NC(=NC=C1)NC(=O)C2=CC=CO2,0,1,0
